bandwidth,distance,pan1_offload,pan2_offload,pan,best_threshold,TP,FP,FN,TN,precision,recall,fpr,f1,n_interf_seeds,n_no_interf_seeds
50vs200,1500,30,50,PAN1,0.029,95,81,5,19,0.54,0.95,0.81,0.688,100,100
50vs200,1500,30,50,PAN2,0.029,83,57,17,43,0.593,0.83,0.57,0.692,100,100
50vs200,1500,30,60,PAN1,0.039,82,56,18,44,0.594,0.82,0.56,0.689,100,100
50vs200,1500,30,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,30,70,PAN1,0.036,90,66,10,34,0.577,0.9,0.66,0.703,100,100
50vs200,1500,30,70,PAN2,0.003,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,30,80,PAN1,0.039,85,56,15,44,0.603,0.85,0.56,0.705,100,100
50vs200,1500,30,80,PAN2,0.005,95,90,5,10,0.514,0.95,0.9,0.667,100,100
50vs200,1500,30,90,PAN1,0.038,85,60,15,40,0.586,0.85,0.6,0.694,100,100
50vs200,1500,30,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,30,100,PAN1,0.029,97,81,3,19,0.545,0.97,0.81,0.698,100,100
50vs200,1500,30,100,PAN2,0.005,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,40,10,PAN1,0.02,93,83,7,17,0.528,0.93,0.83,0.674,100,100
50vs200,1500,40,10,PAN2,0.037,94,11,6,89,0.895,0.94,0.11,0.917,100,100
50vs200,1500,40,20,PAN1,0.028,91,60,9,40,0.603,0.91,0.6,0.725,100,100
50vs200,1500,40,20,PAN2,0.02,96,3,4,97,0.97,0.96,0.03,0.965,100,100
50vs200,1500,40,30,PAN1,0.035,82,39,18,61,0.678,0.82,0.39,0.742,100,100
50vs200,1500,40,30,PAN2,0.016,88,21,12,79,0.807,0.88,0.21,0.842,100,100
50vs200,1500,40,40,PAN1,0.039,76,29,24,71,0.724,0.76,0.29,0.741,100,100
50vs200,1500,40,40,PAN2,0.014,87,58,13,42,0.6,0.87,0.58,0.71,100,100
50vs200,1500,40,50,PAN1,0.034,83,44,17,56,0.654,0.83,0.44,0.731,100,100
50vs200,1500,40,50,PAN2,0.029,91,57,9,43,0.615,0.91,0.57,0.734,100,100
50vs200,1500,40,60,PAN1,0.036,82,37,18,63,0.689,0.82,0.37,0.749,100,100
50vs200,1500,40,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,40,70,PAN1,0.043,69,17,31,83,0.802,0.69,0.17,0.742,100,100
50vs200,1500,40,70,PAN2,0.003,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,40,80,PAN1,0.039,76,29,24,71,0.724,0.76,0.29,0.741,100,100
50vs200,1500,40,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,40,90,PAN1,0.035,86,39,14,61,0.688,0.86,0.39,0.764,100,100
50vs200,1500,40,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,40,100,PAN1,0.035,79,39,21,61,0.669,0.79,0.39,0.725,100,100
50vs200,1500,40,100,PAN2,0.005,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,50,10,PAN1,0.013,100,95,0,5,0.513,1.0,0.95,0.678,100,100
50vs200,1500,50,10,PAN2,0.036,92,13,8,87,0.876,0.92,0.13,0.898,100,100
50vs200,1500,50,20,PAN1,0.034,74,32,26,68,0.698,0.74,0.32,0.718,100,100
50vs200,1500,50,20,PAN2,0.02,86,3,14,97,0.966,0.86,0.03,0.91,100,100
50vs200,1500,50,30,PAN1,0.03,88,47,12,53,0.652,0.88,0.47,0.749,100,100
50vs200,1500,50,30,PAN2,0.014,94,31,6,69,0.752,0.94,0.31,0.836,100,100
50vs200,1500,50,40,PAN1,0.032,78,38,22,62,0.672,0.78,0.38,0.722,100,100
50vs200,1500,50,40,PAN2,0.014,84,58,16,42,0.592,0.84,0.58,0.694,100,100
50vs200,1500,50,50,PAN1,0.032,78,38,22,62,0.672,0.78,0.38,0.722,100,100
50vs200,1500,50,50,PAN2,0.029,87,57,13,43,0.604,0.87,0.57,0.713,100,100
50vs200,1500,50,60,PAN1,0.034,85,32,15,68,0.726,0.85,0.32,0.783,100,100
50vs200,1500,50,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,50,70,PAN1,0.033,83,34,17,66,0.709,0.83,0.34,0.765,100,100
50vs200,1500,50,70,PAN2,0.003,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,50,80,PAN1,0.033,82,34,18,66,0.707,0.82,0.34,0.759,100,100
50vs200,1500,50,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,50,90,PAN1,0.028,86,56,14,44,0.606,0.86,0.56,0.711,100,100
50vs200,1500,50,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,50,100,PAN1,0.033,88,34,12,66,0.721,0.88,0.34,0.793,100,100
50vs200,1500,50,100,PAN2,0.005,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,60,10,PAN1,0.009,100,98,0,2,0.505,1.0,0.98,0.671,100,100
50vs200,1500,60,10,PAN2,0.034,83,15,17,85,0.847,0.83,0.15,0.838,100,100
50vs200,1500,60,20,PAN1,0.016,96,82,4,18,0.539,0.96,0.82,0.691,100,100
50vs200,1500,60,20,PAN2,0.018,86,11,14,89,0.887,0.86,0.11,0.873,100,100
50vs200,1500,60,30,PAN1,0.017,90,74,10,26,0.549,0.9,0.74,0.682,100,100
50vs200,1500,60,30,PAN2,0.017,84,18,16,82,0.824,0.84,0.18,0.832,100,100
50vs200,1500,60,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,60,40,PAN2,0.011,94,86,6,14,0.522,0.94,0.86,0.671,100,100
50vs200,1500,60,50,PAN1,0.013,97,89,3,11,0.522,0.97,0.89,0.678,100,100
50vs200,1500,60,50,PAN2,0.02,98,90,2,10,0.521,0.98,0.9,0.681,100,100
50vs200,1500,60,60,PAN1,0.017,88,74,12,26,0.543,0.88,0.74,0.672,100,100
50vs200,1500,60,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,60,70,PAN1,0.013,98,89,2,11,0.524,0.98,0.89,0.683,100,100
50vs200,1500,60,70,PAN2,0.003,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,60,80,PAN1,0.012,97,91,3,9,0.516,0.97,0.91,0.674,100,100
50vs200,1500,60,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,60,90,PAN1,0.017,88,74,12,26,0.543,0.88,0.74,0.672,100,100
50vs200,1500,60,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,60,100,PAN1,0.014,97,88,3,12,0.524,0.97,0.88,0.681,100,100
50vs200,1500,60,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,10,PAN2,0.025,94,43,6,57,0.686,0.94,0.43,0.793,100,100
50vs200,1500,70,20,PAN1,0.01,98,93,2,7,0.513,0.98,0.93,0.674,100,100
50vs200,1500,70,20,PAN2,0.017,86,13,14,87,0.869,0.86,0.13,0.864,100,100
50vs200,1500,70,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,30,PAN2,0.013,86,38,14,62,0.694,0.86,0.38,0.768,100,100
50vs200,1500,70,40,PAN1,0.01,97,93,3,7,0.511,0.97,0.93,0.669,100,100
50vs200,1500,70,40,PAN2,0.011,93,86,7,14,0.52,0.93,0.86,0.667,100,100
50vs200,1500,70,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,50,PAN2,0.013,100,98,0,2,0.505,1.0,0.98,0.671,100,100
50vs200,1500,70,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,70,PAN2,0.003,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,70,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,90,PAN1,0.009,99,96,1,4,0.508,0.99,0.96,0.671,100,100
50vs200,1500,70,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,70,100,PAN2,0.005,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,80,10,PAN1,0.007,100,98,0,2,0.505,1.0,0.98,0.671,100,100
50vs200,1500,80,10,PAN2,0.034,93,15,7,85,0.861,0.93,0.15,0.894,100,100
50vs200,1500,80,20,PAN1,0.013,89,75,11,25,0.543,0.89,0.75,0.674,100,100
50vs200,1500,80,20,PAN2,0.021,89,1,11,99,0.989,0.89,0.01,0.937,100,100
50vs200,1500,80,30,PAN1,0.006,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,80,30,PAN2,0.013,92,38,8,62,0.708,0.92,0.38,0.8,100,100
50vs200,1500,80,40,PAN1,0.006,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,80,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,80,50,PAN1,0.007,99,98,1,2,0.503,0.99,0.98,0.667,100,100
50vs200,1500,80,50,PAN2,0.013,100,98,0,2,0.505,1.0,0.98,0.671,100,100
50vs200,1500,80,60,PAN1,0.009,99,96,1,4,0.508,0.99,0.96,0.671,100,100
50vs200,1500,80,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,80,70,PAN1,0.007,100,98,0,2,0.505,1.0,0.98,0.671,100,100
50vs200,1500,80,70,PAN2,0.003,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,80,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,80,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,80,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,80,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,80,100,PAN1,0.006,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,80,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,90,10,PAN1,0.007,98,94,2,6,0.51,0.98,0.94,0.671,100,100
50vs200,1500,90,10,PAN2,0.031,84,21,16,79,0.8,0.84,0.21,0.82,100,100
50vs200,1500,90,20,PAN1,0.007,99,94,1,6,0.513,0.99,0.94,0.676,100,100
50vs200,1500,90,20,PAN2,0.016,89,21,11,79,0.809,0.89,0.21,0.848,100,100
50vs200,1500,90,30,PAN1,0.01,92,80,8,20,0.535,0.92,0.8,0.676,100,100
50vs200,1500,90,30,PAN2,0.013,91,38,9,62,0.705,0.91,0.38,0.795,100,100
50vs200,1500,90,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,90,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,90,50,PAN1,0.007,97,94,3,6,0.508,0.97,0.94,0.667,100,100
50vs200,1500,90,50,PAN2,0.013,100,98,0,2,0.505,1.0,0.98,0.671,100,100
50vs200,1500,90,60,PAN1,0.006,99,97,1,3,0.505,0.99,0.97,0.669,100,100
50vs200,1500,90,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,90,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,90,70,PAN2,0.003,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,90,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,90,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,90,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,90,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,90,100,PAN1,0.007,97,94,3,6,0.508,0.97,0.94,0.667,100,100
50vs200,1500,90,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,100,10,PAN1,0.009,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,100,10,PAN2,0.04,96,6,4,94,0.941,0.96,0.06,0.95,100,100
50vs200,1500,100,20,PAN1,0.023,83,37,17,63,0.692,0.83,0.37,0.755,100,100
50vs200,1500,100,20,PAN2,0.017,97,13,3,87,0.882,0.97,0.13,0.924,100,100
50vs200,1500,100,30,PAN1,0.019,89,60,11,40,0.597,0.89,0.6,0.715,100,100
50vs200,1500,100,30,PAN2,0.013,91,38,9,62,0.705,0.91,0.38,0.795,100,100
50vs200,1500,100,40,PAN1,0.025,72,26,28,74,0.735,0.72,0.26,0.727,100,100
50vs200,1500,100,40,PAN2,0.009,99,95,1,5,0.51,0.99,0.95,0.673,100,100
50vs200,1500,100,50,PAN1,0.022,86,44,14,56,0.662,0.86,0.44,0.748,100,100
50vs200,1500,100,50,PAN2,0.034,72,40,28,60,0.643,0.72,0.4,0.679,100,100
50vs200,1500,100,60,PAN1,0.018,87,66,13,34,0.569,0.87,0.66,0.688,100,100
50vs200,1500,100,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,100,70,PAN1,0.019,90,60,10,40,0.6,0.9,0.6,0.72,100,100
50vs200,1500,100,70,PAN2,0.003,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs200,1500,100,80,PAN1,0.025,73,26,27,74,0.737,0.73,0.26,0.734,100,100
50vs200,1500,100,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,100,90,PAN1,0.016,94,77,6,23,0.55,0.94,0.77,0.694,100,100
50vs200,1500,100,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs200,1500,100,100,PAN1,0.02,83,55,17,45,0.601,0.83,0.55,0.697,100,100
50vs200,1500,100,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,10,PAN1,0.117,85,19,15,81,0.817,0.85,0.19,0.833,100,100
50vs50,1500,10,10,PAN2,0.135,80,9,20,91,0.899,0.8,0.09,0.847,100,100
50vs50,1500,10,20,PAN1,0.09,91,52,9,48,0.636,0.91,0.52,0.749,100,100
50vs50,1500,10,20,PAN2,0.071,91,78,9,22,0.538,0.91,0.78,0.677,100,100
50vs50,1500,10,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,30,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,90,PAN2,0.005,100,98,0,2,0.505,1.0,0.98,0.671,100,100
50vs50,1500,10,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,10,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,10,PAN2,0.096,88,46,12,54,0.657,0.88,0.46,0.752,100,100
50vs50,1500,20,20,PAN1,0.053,100,97,0,3,0.508,1.0,0.97,0.673,100,100
50vs50,1500,20,20,PAN2,0.06,97,93,3,7,0.511,0.97,0.93,0.669,100,100
50vs50,1500,20,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,30,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,70,PAN2,0.007,99,98,1,2,0.503,0.99,0.98,0.667,100,100
50vs50,1500,20,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,20,100,PAN2,0.008,99,97,1,3,0.505,0.99,0.97,0.669,100,100
50vs50,1500,30,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,10,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,20,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,30,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,50,PAN2,0.013,99,97,1,3,0.505,0.99,0.97,0.669,100,100
50vs50,1500,30,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,30,100,PAN2,0.007,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs50,1500,40,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,10,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,20,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,30,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,40,100,PAN2,0.007,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs50,1500,50,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,10,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,20,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,30,PAN1,0.011,99,97,1,3,0.505,0.99,0.97,0.669,100,100
50vs50,1500,50,30,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,60,PAN1,0.009,100,99,0,1,0.503,1.0,0.99,0.669,100,100
50vs50,1500,50,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,50,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,10,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,20,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,30,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,70,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,70,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,80,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,80,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,90,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,90,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,100,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,60,100,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,10,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,10,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,20,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,20,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,30,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,30,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,40,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,40,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,50,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,50,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,60,PAN1,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
50vs50,1500,70,60,PAN2,0.0,100,100,0,0,0.5,1.0,1.0,0.667,100,100
